Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths
High blood plasma glucose,Ovarian cancer,25–34,2018,Females,0.024772205
High blood plasma glucose,Ovarian cancer,25–34,2018,Persons,0.024772205
High blood plasma glucose,Ovarian cancer,35–44,2011,Females,0.264803528
High blood plasma glucose,Ovarian cancer,35–44,2011,Persons,0.264803528
High blood plasma glucose,Ovarian cancer,35–44,2015,Females,0.300904365
High blood plasma glucose,Ovarian cancer,35–44,2015,Persons,0.300904365
High blood plasma glucose,Ovarian cancer,35–44,2018,Females,0.19226358
High blood plasma glucose,Ovarian cancer,35–44,2018,Persons,0.19226358
High blood plasma glucose,Ovarian cancer,45–54,2011,Females,1.995233344
High blood plasma glucose,Ovarian cancer,45–54,2011,Persons,1.995233344
High blood plasma glucose,Ovarian cancer,45–54,2015,Females,2.041807502
High blood plasma glucose,Ovarian cancer,45–54,2015,Persons,2.041807502
High blood plasma glucose,Ovarian cancer,45–54,2018,Females,1.791203644
High blood plasma glucose,Ovarian cancer,45–54,2018,Persons,1.791203644
High blood plasma glucose,Ovarian cancer,55–64,2011,Females,7.777448218
High blood plasma glucose,Ovarian cancer,55–64,2011,Persons,7.777448218
High blood plasma glucose,Ovarian cancer,55–64,2015,Females,7.169006806
High blood plasma glucose,Ovarian cancer,55–64,2015,Persons,7.169006806
High blood plasma glucose,Ovarian cancer,55–64,2018,Females,7.049815801
High blood plasma glucose,Ovarian cancer,55–64,2018,Persons,7.049815801
High blood plasma glucose,Ovarian cancer,65–84,2011,Females,33.66211588
High blood plasma glucose,Ovarian cancer,65–84,2011,Persons,33.66211588
High blood plasma glucose,Ovarian cancer,65–84,2015,Females,38.07361734
High blood plasma glucose,Ovarian cancer,65–84,2015,Persons,38.07361734
High blood plasma glucose,Ovarian cancer,65–84,2018,Females,36.50106627
High blood plasma glucose,Ovarian cancer,65–84,2018,Persons,36.50106627
High blood plasma glucose,Ovarian cancer,85+,2011,Females,9.318275439
High blood plasma glucose,Ovarian cancer,85+,2011,Persons,9.318275439
High blood plasma glucose,Ovarian cancer,85+,2015,Females,8.657951425
High blood plasma glucose,Ovarian cancer,85+,2015,Persons,8.657951425
High blood plasma glucose,Ovarian cancer,85+,2018,Females,13.22983206
High blood plasma glucose,Ovarian cancer,85+,2018,Persons,13.22983206
High blood plasma glucose,Pancreatic cancer,25–34,2011,Females,0.004633251
High blood plasma glucose,Pancreatic cancer,25–34,2011,Males,0.034649887
High blood plasma glucose,Pancreatic cancer,25–34,2011,Persons,0.039283138
High blood plasma glucose,Pancreatic cancer,25–34,2015,Females,0.000215911
High blood plasma glucose,Pancreatic cancer,25–34,2015,Males,0.019276231
High blood plasma glucose,Pancreatic cancer,25–34,2015,Persons,0.019492143
High blood plasma glucose,Pancreatic cancer,25–34,2018,Females,0.019674762
High blood plasma glucose,Pancreatic cancer,25–34,2018,Males,0.020715229
High blood plasma glucose,Pancreatic cancer,25–34,2018,Persons,0.040389992
High blood plasma glucose,Pancreatic cancer,35–44,2011,Females,0.189954596
High blood plasma glucose,Pancreatic cancer,35–44,2011,Males,0.25623851
High blood plasma glucose,Pancreatic cancer,35–44,2011,Persons,0.446193107
High blood plasma glucose,Pancreatic cancer,35–44,2015,Females,0.254048595
High blood plasma glucose,Pancreatic cancer,35–44,2015,Males,0.319384651
High blood plasma glucose,Pancreatic cancer,35–44,2015,Persons,0.573433245
High blood plasma glucose,Pancreatic cancer,35–44,2018,Females,0.102612264
High blood plasma glucose,Pancreatic cancer,35–44,2018,Males,0.207025575
High blood plasma glucose,Pancreatic cancer,35–44,2018,Persons,0.309637839
High blood plasma glucose,Pancreatic cancer,45–54,2011,Females,1.43538069
High blood plasma glucose,Pancreatic cancer,45–54,2011,Males,2.685748262
High blood plasma glucose,Pancreatic cancer,45–54,2011,Persons,4.121128952
High blood plasma glucose,Pancreatic cancer,45–54,2015,Females,1.943335583
High blood plasma glucose,Pancreatic cancer,45–54,2015,Males,2.600116909
High blood plasma glucose,Pancreatic cancer,45–54,2015,Persons,4.543452492
High blood plasma glucose,Pancreatic cancer,45–54,2018,Females,1.339249244
High blood plasma glucose,Pancreatic cancer,45–54,2018,Males,3.123499549
High blood plasma glucose,Pancreatic cancer,45–54,2018,Persons,4.462748793
High blood plasma glucose,Pancreatic cancer,55–64,2011,Females,6.25849271
High blood plasma glucose,Pancreatic cancer,55–64,2011,Males,14.40777981
High blood plasma glucose,Pancreatic cancer,55–64,2011,Persons,20.66627252
High blood plasma glucose,Pancreatic cancer,55–64,2015,Females,7.256420409
High blood plasma glucose,Pancreatic cancer,55–64,2015,Males,19.19365759
High blood plasma glucose,Pancreatic cancer,55–64,2015,Persons,26.450078
High blood plasma glucose,Pancreatic cancer,55–64,2018,Females,8.2996736
High blood plasma glucose,Pancreatic cancer,55–64,2018,Males,15.65147875
High blood plasma glucose,Pancreatic cancer,55–64,2018,Persons,23.95115235
High blood plasma glucose,Pancreatic cancer,65–84,2011,Females,48.90345918
High blood plasma glucose,Pancreatic cancer,65–84,2011,Males,64.86043892
High blood plasma glucose,Pancreatic cancer,65–84,2011,Persons,113.7638981
High blood plasma glucose,Pancreatic cancer,65–84,2015,Females,54.77039375
High blood plasma glucose,Pancreatic cancer,65–84,2015,Males,76.92218464
High blood plasma glucose,Pancreatic cancer,65–84,2015,Persons,131.6925784
High blood plasma glucose,Pancreatic cancer,65–84,2018,Females,57.77884413
High blood plasma glucose,Pancreatic cancer,65–84,2018,Males,93.72382589
High blood plasma glucose,Pancreatic cancer,65–84,2018,Persons,151.50267
High blood plasma glucose,Pancreatic cancer,85+,2011,Females,16.25199028
High blood plasma glucose,Pancreatic cancer,85+,2011,Males,13.49999936
High blood plasma glucose,Pancreatic cancer,85+,2011,Persons,29.75198964
High blood plasma glucose,Pancreatic cancer,85+,2015,Females,17.61099074
High blood plasma glucose,Pancreatic cancer,85+,2015,Males,26.68425433
High blood plasma glucose,Pancreatic cancer,85+,2015,Persons,44.29524506
High blood plasma glucose,Pancreatic cancer,85+,2018,Females,24.23466411
High blood plasma glucose,Pancreatic cancer,85+,2018,Males,16.14804685
High blood plasma glucose,Pancreatic cancer,85+,2018,Persons,40.38271096
High blood plasma glucose,Peripheral vascular disease,25–34,2011,Females,0.002055907
High blood plasma glucose,Peripheral vascular disease,25–34,2011,Males,0.008811303
High blood plasma glucose,Peripheral vascular disease,25–34,2011,Persons,0.01086721
High blood plasma glucose,Peripheral vascular disease,25–34,2015,Females,0.119522614
High blood plasma glucose,Peripheral vascular disease,25–34,2015,Males,0.075854218
High blood plasma glucose,Peripheral vascular disease,25–34,2015,Persons,0.195376832
High blood plasma glucose,Peripheral vascular disease,25–34,2018,Females,0.054857292
High blood plasma glucose,Peripheral vascular disease,25–34,2018,Males,0.085003131
High blood plasma glucose,Peripheral vascular disease,25–34,2018,Persons,0.139860422
High blood plasma glucose,Peripheral vascular disease,35–44,2011,Females,0.178484343
High blood plasma glucose,Peripheral vascular disease,35–44,2011,Males,0.133661228
High blood plasma glucose,Peripheral vascular disease,35–44,2011,Persons,0.312145571
High blood plasma glucose,Peripheral vascular disease,35–44,2015,Females,0.091293197
High blood plasma glucose,Peripheral vascular disease,35–44,2015,Males,0.300235938
High blood plasma glucose,Peripheral vascular disease,35–44,2015,Persons,0.391529135
High blood plasma glucose,Peripheral vascular disease,35–44,2018,Females,0.369150694
High blood plasma glucose,Peripheral vascular disease,35–44,2018,Males,0.371008104
High blood plasma glucose,Peripheral vascular disease,35–44,2018,Persons,0.740158798
High blood plasma glucose,Peripheral vascular disease,45–54,2011,Females,1.144004161
High blood plasma glucose,Peripheral vascular disease,45–54,2011,Males,1.21762458
High blood plasma glucose,Peripheral vascular disease,45–54,2011,Persons,2.361628741
High blood plasma glucose,Peripheral vascular disease,45–54,2015,Females,0.069676669
High blood plasma glucose,Peripheral vascular disease,45–54,2015,Males,1.012364255
High blood plasma glucose,Peripheral vascular disease,45–54,2015,Persons,1.082040924
High blood plasma glucose,Peripheral vascular disease,45–54,2018,Females,0.687157261
High blood plasma glucose,Peripheral vascular disease,45–54,2018,Males,0.844675317
High blood plasma glucose,Peripheral vascular disease,45–54,2018,Persons,1.531832578
High blood plasma glucose,Peripheral vascular disease,55–64,2011,Females,1.962021559
High blood plasma glucose,Peripheral vascular disease,55–64,2011,Males,4.756611511
High blood plasma glucose,Peripheral vascular disease,55–64,2011,Persons,6.71863307
High blood plasma glucose,Peripheral vascular disease,55–64,2015,Females,2.564145864
High blood plasma glucose,Peripheral vascular disease,55–64,2015,Males,3.408561
High blood plasma glucose,Peripheral vascular disease,55–64,2015,Persons,5.972706863
High blood plasma glucose,Peripheral vascular disease,55–64,2018,Females,1.761387091
High blood plasma glucose,Peripheral vascular disease,55–64,2018,Males,5.841485404
High blood plasma glucose,Peripheral vascular disease,55–64,2018,Persons,7.602872495
High blood plasma glucose,Peripheral vascular disease,65–84,2011,Females,17.29312074
High blood plasma glucose,Peripheral vascular disease,65–84,2011,Males,37.0670368
High blood plasma glucose,Peripheral vascular disease,65–84,2011,Persons,54.36015755
High blood plasma glucose,Peripheral vascular disease,65–84,2015,Females,21.04817531
High blood plasma glucose,Peripheral vascular disease,65–84,2015,Males,46.14913697
High blood plasma glucose,Peripheral vascular disease,65–84,2015,Persons,67.19731227
High blood plasma glucose,Peripheral vascular disease,65–84,2018,Females,24.39922747
High blood plasma glucose,Peripheral vascular disease,65–84,2018,Males,50.14343498
High blood plasma glucose,Peripheral vascular disease,65–84,2018,Persons,74.54266245
High blood plasma glucose,Peripheral vascular disease,85+,2011,Females,31.28780109
High blood plasma glucose,Peripheral vascular disease,85+,2011,Males,32.04782638
High blood plasma glucose,Peripheral vascular disease,85+,2011,Persons,63.33562747
High blood plasma glucose,Peripheral vascular disease,85+,2015,Females,32.56786078
High blood plasma glucose,Peripheral vascular disease,85+,2015,Males,43.01357407
High blood plasma glucose,Peripheral vascular disease,85+,2015,Persons,75.58143485
High blood plasma glucose,Peripheral vascular disease,85+,2018,Females,41.31923744
High blood plasma glucose,Peripheral vascular disease,85+,2018,Males,31.13074062
High blood plasma glucose,Peripheral vascular disease,85+,2018,Persons,72.44997805
High blood plasma glucose,Stroke,25–34,2011,Females,0.260311019
High blood plasma glucose,Stroke,25–34,2011,Males,0.203717052
High blood plasma glucose,Stroke,25–34,2011,Persons,0.464028071
High blood plasma glucose,Stroke,25–34,2015,Females,0.070066522
High blood plasma glucose,Stroke,25–34,2015,Males,0.143621982
High blood plasma glucose,Stroke,25–34,2015,Persons,0.213688504
High blood plasma glucose,Stroke,25–34,2018,Females,0.234632566
High blood plasma glucose,Stroke,25–34,2018,Males,0.208996883
High blood plasma glucose,Stroke,25–34,2018,Persons,0.443629449
High blood plasma glucose,Stroke,35–44,2011,Females,0.597835154
High blood plasma glucose,Stroke,35–44,2011,Males,0.903673089
High blood plasma glucose,Stroke,35–44,2011,Persons,1.501508243
High blood plasma glucose,Stroke,35–44,2015,Females,0.447654479
High blood plasma glucose,Stroke,35–44,2015,Males,0.682247397
High blood plasma glucose,Stroke,35–44,2015,Persons,1.129901876
High blood plasma glucose,Stroke,35–44,2018,Females,0.530755723
High blood plasma glucose,Stroke,35–44,2018,Males,0.796514414
High blood plasma glucose,Stroke,35–44,2018,Persons,1.327270138
High blood plasma glucose,Stroke,45–54,2011,Females,4.894729405
High blood plasma glucose,Stroke,45–54,2011,Males,4.810697152
High blood plasma glucose,Stroke,45–54,2011,Persons,9.705426557
High blood plasma glucose,Stroke,45–54,2015,Females,3.133694431
High blood plasma glucose,Stroke,45–54,2015,Males,4.306321599
High blood plasma glucose,Stroke,45–54,2015,Persons,7.44001603
High blood plasma glucose,Stroke,45–54,2018,Females,4.173328314
High blood plasma glucose,Stroke,45–54,2018,Males,4.468104351
High blood plasma glucose,Stroke,45–54,2018,Persons,8.641432664
High blood plasma glucose,Stroke,55–64,2011,Females,13.15144384
High blood plasma glucose,Stroke,55–64,2011,Males,20.68460037
High blood plasma glucose,Stroke,55–64,2011,Persons,33.83604421
High blood plasma glucose,Stroke,55–64,2015,Females,14.20504572
High blood plasma glucose,Stroke,55–64,2015,Males,19.66181608
High blood plasma glucose,Stroke,55–64,2015,Persons,33.86686181
High blood plasma glucose,Stroke,55–64,2018,Females,14.29027818
High blood plasma glucose,Stroke,55–64,2018,Males,20.1728146
High blood plasma glucose,Stroke,55–64,2018,Persons,34.46309279
High blood plasma glucose,Stroke,65–84,2011,Females,135.2314142
High blood plasma glucose,Stroke,65–84,2011,Males,139.2962864
High blood plasma glucose,Stroke,65–84,2011,Persons,274.5277006
High blood plasma glucose,Stroke,65–84,2015,Females,121.8550393
High blood plasma glucose,Stroke,65–84,2015,Males,125.0030769
High blood plasma glucose,Stroke,65–84,2015,Persons,246.8581162
High blood plasma glucose,Stroke,65–84,2018,Females,119.8705789
High blood plasma glucose,Stroke,65–84,2018,Males,126.0192221
High blood plasma glucose,Stroke,65–84,2018,Persons,245.8898009
High blood plasma glucose,Stroke,85+,2011,Females,252.8469812
High blood plasma glucose,Stroke,85+,2011,Males,109.4345157
High blood plasma glucose,Stroke,85+,2011,Persons,362.2814969
High blood plasma glucose,Stroke,85+,2015,Females,245.6877964
High blood plasma glucose,Stroke,85+,2015,Males,114.4930684
High blood plasma glucose,Stroke,85+,2015,Persons,360.1808648
High blood plasma glucose,Stroke,85+,2018,Females,216.9844221
