Risk factor,Linked disease,Year,Sex,Attributable deaths,Deaths,Percent deaths
Occupational exposures & hazards,"Fire, burns and scalds",2011,Females,2.804941072,37.41172773,7.497491408
Occupational exposures & hazards,"Fire, burns and scalds",2011,Males,9.620926972,61.59810513,15.61886839
Occupational exposures & hazards,"Fire, burns and scalds",2011,Persons,12.42586804,99.00983286,12.55013536
Occupational exposures & hazards,"Fire, burns and scalds",2015,Females,1.655239171,27.89737201,5.933315762
Occupational exposures & hazards,"Fire, burns and scalds",2015,Males,8.570527658,42.35267213,20.23609663
Occupational exposures & hazards,"Fire, burns and scalds",2015,Persons,10.22576683,70.25004414,14.55624257
Occupational exposures & hazards,"Fire, burns and scalds",2018,Females,0.748560683,16.27225207,4.600227918
Occupational exposures & hazards,"Fire, burns and scalds",2018,Males,10.27004785,40.63308699,25.27508642
Occupational exposures & hazards,"Fire, burns and scalds",2018,Persons,11.01860854,56.90533906,19.36304874
Occupational exposures & hazards,Hearing loss,2003,Females,0,0,
Occupational exposures & hazards,Hearing loss,2003,Males,0,0,
Occupational exposures & hazards,Hearing loss,2003,Persons,0,0,
Occupational exposures & hazards,Hearing loss,2011,Females,0,0,
Occupational exposures & hazards,Hearing loss,2011,Males,0,0,
Occupational exposures & hazards,Hearing loss,2011,Persons,0,0,
Occupational exposures & hazards,Hearing loss,2015,Females,0,0,
Occupational exposures & hazards,Hearing loss,2015,Males,0,0,
Occupational exposures & hazards,Hearing loss,2015,Persons,0,0,
Occupational exposures & hazards,Hearing loss,2018,Females,0,0,
Occupational exposures & hazards,Hearing loss,2018,Males,0,0,
Occupational exposures & hazards,Hearing loss,2018,Persons,0,0,
Occupational exposures & hazards,Homicide and violence,2003,Females,1.520749656,102.0677013,1.489942104
Occupational exposures & hazards,Homicide and violence,2003,Males,26.61254678,207.9721316,12.79620811
Occupational exposures & hazards,Homicide and violence,2003,Persons,28.13329644,310.0398329,9.074090954
Occupational exposures & hazards,Homicide and violence,2011,Females,0.412678888,111.6506136,0.369616319
Occupational exposures & hazards,Homicide and violence,2011,Males,5.929964994,210.1593202,2.821652158
Occupational exposures & hazards,Homicide and violence,2011,Persons,6.342643883,321.8099337,1.970928557
Occupational exposures & hazards,Homicide and violence,2015,Females,0.531659266,94.10881645,0.564940976
Occupational exposures & hazards,Homicide and violence,2015,Males,10.88421306,197.0177808,5.524482619
Occupational exposures & hazards,Homicide and violence,2015,Persons,11.41587232,291.1265972,3.92127426
Occupational exposures & hazards,Homicide and violence,2018,Females,0,100.0977388,0
Occupational exposures & hazards,Homicide and violence,2018,Males,0,191.5607257,0
Occupational exposures & hazards,Homicide and violence,2018,Persons,0,291.6584645,0
Occupational exposures & hazards,Kidney cancer,2003,Females,0.032988823,316.4154025,0.010425796
Occupational exposures & hazards,Kidney cancer,2003,Males,0.123408919,507.4062255,0.024321522
Occupational exposures & hazards,Kidney cancer,2003,Persons,0.156397742,823.8216279,0.018984418
Occupational exposures & hazards,Kidney cancer,2011,Females,0.029595043,326.4489029,0.00906575
Occupational exposures & hazards,Kidney cancer,2011,Males,0.1149138,586.5289012,0.01959218
Occupational exposures & hazards,Kidney cancer,2011,Persons,0.144508843,912.9778041,0.015828298
Occupational exposures & hazards,Kidney cancer,2015,Females,0.025833025,341.1965496,0.007571303
Occupational exposures & hazards,Kidney cancer,2015,Males,0.098987843,628.8772167,0.015740409
Occupational exposures & hazards,Kidney cancer,2015,Persons,0.124820868,970.0737662,0.012867152
Occupational exposures & hazards,Kidney cancer,2018,Females,0.023411259,315.5021375,0.007420317
Occupational exposures & hazards,Kidney cancer,2018,Males,0.091434143,614.7604434,0.014873134
Occupational exposures & hazards,Kidney cancer,2018,Persons,0.114845402,930.262581,0.012345482
Occupational exposures & hazards,Laryngeal cancer,2003,Females,0.431558137,27.5951883,1.563889082
Occupational exposures & hazards,Laryngeal cancer,2003,Males,7.363653445,205.1500807,3.589398269
Occupational exposures & hazards,Laryngeal cancer,2003,Persons,7.795211582,232.745269,3.349245987
Occupational exposures & hazards,Laryngeal cancer,2011,Females,0.472397565,32.93639105,1.434272395
Occupational exposures & hazards,Laryngeal cancer,2011,Males,5.897923441,187.0357111,3.15336756
Occupational exposures & hazards,Laryngeal cancer,2011,Persons,6.370321006,219.9721022,2.89596769
Occupational exposures & hazards,Laryngeal cancer,2015,Females,0.341165744,26.52838307,1.286040475
Occupational exposures & hazards,Laryngeal cancer,2015,Males,5.101549664,196.3506541,2.598183178
Occupational exposures & hazards,Laryngeal cancer,2015,Persons,5.442715408,222.8790372,2.442004182
Occupational exposures & hazards,Laryngeal cancer,2018,Females,0.261281179,23.81208606,1.097262869
Occupational exposures & hazards,Laryngeal cancer,2018,Males,4.398225609,174.4195356,2.521635891
Occupational exposures & hazards,Laryngeal cancer,2018,Persons,4.659506788,198.2316216,2.350536584
Occupational exposures & hazards,Lung cancer,2003,Females,61.12894881,2619.910255,2.333245908
Occupational exposures & hazards,Lung cancer,2003,Males,511.7294069,4683.551112,10.92609848
Occupational exposures & hazards,Lung cancer,2003,Persons,572.8583557,7303.461367,7.843655588
Occupational exposures & hazards,Lung cancer,2011,Females,82.1196994,3278.682586,2.504655369
Occupational exposures & hazards,Lung cancer,2011,Males,628.0766036,5162.499489,12.16613396
Occupational exposures & hazards,Lung cancer,2011,Persons,710.196303,8441.182074,8.413469781
Occupational exposures & hazards,Lung cancer,2015,Females,79.60006755,3595.638499,2.213795062
Occupational exposures & hazards,Lung cancer,2015,Males,598.5375827,5164.795534,11.58879531
Occupational exposures & hazards,Lung cancer,2015,Persons,678.1376502,8760.434033,7.740913837
Occupational exposures & hazards,Lung cancer,2018,Females,83.5276524,3779.2495,2.210165071
Occupational exposures & hazards,Lung cancer,2018,Males,580.0441684,5210.84775,11.13147411
Occupational exposures & hazards,Lung cancer,2018,Persons,663.5718208,8990.09725,7.381141743
Occupational exposures & hazards,Mesothelioma,2003,Females,6.267382066,91.11809312,6.878306878
Occupational exposures & hazards,Mesothelioma,2003,Males,340.8901886,435.6770752,78.24377457
Occupational exposures & hazards,Mesothelioma,2003,Persons,347.1575707,526.7951684,65.89991548
Occupational exposures & hazards,Mesothelioma,2011,Females,7.333851068,106.6229117,6.878306878
Occupational exposures & hazards,Mesothelioma,2011,Males,408.3117788,521.8457072,78.24377457
Occupational exposures & hazards,Mesothelioma,2011,Persons,415.6456299,628.4686189,66.13625841
Occupational exposures & hazards,Mesothelioma,2015,Females,9.759994069,141.8952984,6.878306878
Occupational exposures & hazards,Mesothelioma,2015,Males,425.6623355,544.0207068,78.24377457
Occupational exposures & hazards,Mesothelioma,2015,Persons,435.4223296,685.9160052,63.48041542
Occupational exposures & hazards,Mesothelioma,2018,Females,9.24618738,134.4253396,6.878306878
Occupational exposures & hazards,Mesothelioma,2018,Males,461.5434619,589.8788298,78.24377457
Occupational exposures & hazards,Mesothelioma,2018,Persons,470.7896493,724.3041694,64.99888709
Occupational exposures & hazards,Nasopharyngeal cancer,2003,Females,0.048844002,23.36945727,0.209007857
Occupational exposures & hazards,Nasopharyngeal cancer,2003,Males,0.097518327,29.77250329,0.327544935
Occupational exposures & hazards,Nasopharyngeal cancer,2003,Persons,0.146362329,53.14196057,0.27541763
Occupational exposures & hazards,Nasopharyngeal cancer,2011,Females,0.027346747,16.01824604,0.170722478
Occupational exposures & hazards,Nasopharyngeal cancer,2011,Males,0.106059653,37.26688984,0.284594859
Occupational exposures & hazards,Nasopharyngeal cancer,2011,Persons,0.133406399,53.28513588,0.250363253
Occupational exposures & hazards,Nasopharyngeal cancer,2015,Females,0.03517099,23.93220768,0.14696091
Occupational exposures & hazards,Nasopharyngeal cancer,2015,Males,0.125280129,56.76360847,0.220705013
Occupational exposures & hazards,Nasopharyngeal cancer,2015,Persons,0.16045112,80.69581615,0.198834496
Occupational exposures & hazards,Nasopharyngeal cancer,2018,Females,0.031155758,19.1354822,0.162816687
Occupational exposures & hazards,Nasopharyngeal cancer,2018,Males,0.129707544,57.96537776,0.223767271
Occupational exposures & hazards,Nasopharyngeal cancer,2018,Persons,0.160863302,77.10085996,0.208640088
Occupational exposures & hazards,Other land transport injuries,2003,Females,3.977550054,28.74565291,13.83704891
Occupational exposures & hazards,Other land transport injuries,2003,Males,28.77542078,95.69667134,30.06940616
Occupational exposures & hazards,Other land transport injuries,2003,Persons,32.75297084,124.4423243,26.31979998
Occupational exposures & hazards,Other land transport injuries,2011,Females,5.892075543,48.61546831,12.11975478
Occupational exposures & hazards,Other land transport injuries,2011,Males,37.82684501,136.461443,27.71980436
Occupational exposures & hazards,Other land transport injuries,2011,Persons,43.71892056,185.0769113,23.62202841
Occupational exposures & hazards,Other land transport injuries,2015,Females,1.666834704,32.66166186,5.10333709
Occupational exposures & hazards,Other land transport injuries,2015,Males,37.41069792,136.0991862,27.48781897
Occupational exposures & hazards,Other land transport injuries,2015,Persons,39.07753262,168.760848,23.15556782
Occupational exposures & hazards,Other land transport injuries,2018,Females,1.726741479,34.26372693,5.039561173
Occupational exposures & hazards,Other land transport injuries,2018,Males,21.0219003,120.1069795,17.50264672
Occupational exposures & hazards,Other land transport injuries,2018,Persons,22.74864178,154.3707064,14.73637215
Occupational exposures & hazards,Other leukaemias,2003,Females,3.426127077,92.50854086,3.703579199
Occupational exposures & hazards,Other leukaemias,2003,Males,4.571940542,111.2326055,4.110252135
Occupational exposures & hazards,Other leukaemias,2003,Persons,7.998067618,203.7411463,3.925602541
Occupational exposures & hazards,Other leukaemias,2011,Females,4.731308362,124.6423261,3.795908268
Occupational exposures & hazards,Other leukaemias,2011,Males,6.132056078,159.2488925,3.850611442
Occupational exposures & hazards,Other leukaemias,2011,Persons,10.86336444,283.8912186,3.826594036
Occupational exposures & hazards,Other leukaemias,2015,Females,4.607688653,134.4899838,3.426045957
Occupational exposures & hazards,Other leukaemias,2015,Males,5.115512232,176.9257182,2.891333315
Occupational exposures & hazards,Other leukaemias,2015,Persons,9.723200885,311.415702,3.122257748
Occupational exposures & hazards,Other leukaemias,2018,Females,4.217913492,128.1100094,3.292415254
Occupational exposures & hazards,Other leukaemias,2018,Males,5.60532524,208.3359151,2.690522773
Occupational exposures & hazards,Other leukaemias,2018,Persons,9.823238732,336.4459245,2.919708047
Occupational exposures & hazards,Other pneumoconiosis,2003,Females,0,0,
Occupational exposures & hazards,Other pneumoconiosis,2003,Males,2.040661542,2.040661542,100
Occupational exposures & hazards,Other pneumoconiosis,2003,Persons,2.040661542,2.040661542,100
Occupational exposures & hazards,Other pneumoconiosis,2011,Females,1.009899721,1.009899721,100
Occupational exposures & hazards,Other pneumoconiosis,2011,Males,3.082755285,3.082755285,100
Occupational exposures & hazards,Other pneumoconiosis,2011,Persons,4.092655006,4.092655006,100
Occupational exposures & hazards,Other pneumoconiosis,2015,Females,0,0,
Occupational exposures & hazards,Other pneumoconiosis,2015,Males,6.080610912,6.080610912,100
Occupational exposures & hazards,Other pneumoconiosis,2015,Persons,6.080610912,6.080610912,100
Occupational exposures & hazards,Other pneumoconiosis,2018,Females,0,0,
Occupational exposures & hazards,Other pneumoconiosis,2018,Males,5.105781009,5.105781009,100
Occupational exposures & hazards,Other pneumoconiosis,2018,Persons,5.105781009,5.105781009,100
Occupational exposures & hazards,Other unintentional injuries,2003,Females,15.23359027,182.2273711,8.359660889
Occupational exposures & hazards,Other unintentional injuries,2003,Males,215.2972425,438.4570876,49.10337832
Occupational exposures & hazards,Other unintentional injuries,2003,Persons,230.5308328,620.6844587,37.14138957
Occupational exposures & hazards,Other unintentional injuries,2011,Females,15.49178348,223.6019675,6.928285855
Occupational exposures & hazards,Other unintentional injuries,2011,Males,205.6402586,456.778485,45.01969015
Occupational exposures & hazards,Other unintentional injuries,2011,Persons,221.1320421,680.3804524,32.50123388
Occupational exposures & hazards,Other unintentional injuries,2015,Females,13.30288221,158.2803315,8.404633784
Occupational exposures & hazards,Other unintentional injuries,2015,Males,179.2575349,411.8931028,43.5204022
Occupational exposures & hazards,Other unintentional injuries,2015,Persons,192.5604172,570.1734343,33.77225342
Occupational exposures & hazards,Other unintentional injuries,2018,Females,10.46444862,175.4678982,5.963739653
Occupational exposures & hazards,Other unintentional injuries,2018,Males,139.683856,378.4803999,36.90649662
Occupational exposures & hazards,Other unintentional injuries,2018,Persons,150.1483046,553.9482981,27.10511164
Occupational exposures & hazards,Ovarian cancer,2003,Females,1.355121333,821.3381744,0.16498945
Occupational exposures & hazards,Ovarian cancer,2003,Persons,1.355121333,821.3381744,0.16498945
Occupational exposures & hazards,Ovarian cancer,2011,Females,1.716545602,958.4570016,0.179094691
Occupational exposures & hazards,Ovarian cancer,2011,Persons,1.716545602,958.4570016,0.179094691
Occupational exposures & hazards,Ovarian cancer,2015,Females,1.561454425,952.070855,0.164006115
Occupational exposures & hazards,Ovarian cancer,2015,Persons,1.561454425,952.070855,0.164006115
